,neuroid,dataset,R,NC Normalized R,R Fischer,NC Normalized R Fischer,Noise Ceiling,Feature Intersection,Feature Union,Feature Mean,Feature Std,Alpha Mean,Alpha Median,Language T-Stat,PC1 Correlation,PC2 Correlation,Parcel Name,Participant
0,133,langfroi12345,0.07754577879435857,0.11010163490211329,0.07992395626607382,0.11347823684994583,0.7043108747958307,1,1,1.0,0.0,40240.0,1000.0,10.794844473994832,0.3623478044840283,0.2654794719047283,TPOJ1,p2
1,363,langfroi12345,0.11435788446677966,0.15838755123612527,0.115456422855852,0.15990904497654673,0.7220130848307271,1,1,1.0,0.0,20080.0,100.0,13.903907731458183,0.5201085932004523,0.4729140936339381,55b,p2
2,456,langfroi12345,0.17491337409110258,0.2963070761434826,0.1767869853815365,0.29948101459263027,0.5903111608661117,1,1,1.0,0.0,46.0,10.0,8.480507568762249,0.4484230820759361,0.3660376009477797,IFJa,p2
3,546,langfroi12345,0.13200982192686572,0.19545841454932852,0.1324698404001314,0.19613953418221255,0.6753857194188483,1,1,1.0,0.0,280.0,100.0,10.741697054626924,0.5768280863160281,0.3171368240801276,PSL,p2
4,558,langfroi12345,0.11971992047722387,0.18500331821588015,0.12136318321366882,0.18754265383965096,0.6471230982869336,1,1,1.0,0.0,82.0,100.0,12.842497003333326,-0.0226174529152868,0.6168785806439652,STSdp,p2
5,770,langfroi12345,0.16523510324427776,0.286114462413705,0.17201624730920512,0.29785641887811487,0.5775139846141624,1,1,1.0,0.0,226.0,10.0,8.221960971255388,0.3194273584853805,0.0440830361760652,TPOJ1,p2
6,1152,langfroi12345,0.10159866583649524,0.17716221418164188,0.10177012141662654,0.1774611890742723,0.5734781894988487,1,1,1.0,0.0,40240.0,1000.0,5.2983365764429,0.4551117560445722,0.4338475916289444,44,p2
7,1164,langfroi12345,0.05002377237659015,0.0865278055091251,0.050154971581983634,0.08675474519775507,0.5781236688282209,1,1,1.0,0.0,100000.0,100000.0,11.028244835960546,0.3320964155473871,0.5424292071741315,45,p2
8,1206,langfroi12345,0.10373426098624924,0.14639818672976798,0.10566236439193924,0.14911928234212235,0.7085761326930176,1,1,1.0,0.0,20440.0,1000.0,10.83680157104228,0.5501956518515965,0.4989255043595806,PSL,p2
9,1231,langfroi12345,0.15179893522700463,0.22040316109331895,0.1541064003031337,0.22375346520533887,0.6887330221308976,1,1,1.0,0.0,82.0,100.0,10.431356173403035,0.5395061655367632,0.2980602996791995,STSdp,p2
10,1233,langfroi12345,0.09444424410279577,0.14764909628888068,0.09667246342975208,0.15113257559546955,0.6396533841156214,1,1,1.0,0.0,442.0,100.0,8.351442076542122,0.1221563655660678,0.5196390120455932,STSdp,p2
11,1673,langfroi12345,0.10193068421667276,0.15385744109270916,0.10393866101586088,0.15688834561837584,0.6625008416411453,1,1,1.0,0.0,40060.0,100.0,9.505183813397712,0.3008083712388866,0.1393041479107648,TPOJ1,p2
12,1674,langfroi12345,-0.10636200551262662,-0.1454408348098707,-0.10655457194616579,-0.14570415273731396,0.7313077214639867,1,1,1.0,0.0,100000.0,100000.0,13.599494897613052,0.5148534830534562,0.3688026015347951,TPOJ1,p2
13,1675,langfroi12345,0.2066768660777171,0.31249623884019584,0.2131545629943692,0.32229054219507314,0.6613739315544448,1,1,1.0,0.0,28.0,10.0,9.136560969258134,0.3976155540583491,0.0668793918228127,TPOJ1,p2
14,1750,langfroi12345,-0.0533379200760659,-0.08295727133621894,-0.054314154455877735,-0.08447562338703571,0.6429565391548588,1,1,1.0,0.0,100000.0,100000.0,9.415004539934635,0.2569821725003843,0.4637862580934306,STGa,p2
